"Count","Tradelist Count","Name","Edition","Condition","Language","Foil","Tags","Last Modified","Collector Number","Alter","Proxy","Purchase Price"
"1","1","Detonate","4ed","Near Mint","Spanish","","","2025-02-16 22:29:52.167000","184","False","False","0.39"
"1","1","Devil K. Nevil","unf","Near Mint","English","foil","","2025-02-16 22:29:52.167000","500","False","False","0.49"
"1","1","Devilthorn Fox","plst","Near Mint","English","","","2025-02-16 22:29:52.167000","SOI-14","False","False","0.35"
"8","8","Devoted Paladin","afr","Near Mint","English","","","2025-02-16 22:29:52.167000","11","False","False","0.35"
"2","2","Devour in Flames","ogw","Near Mint","English","","","2025-02-16 22:29:20.027000","106","False","False",""
"7","7","Devour Intellect","afr","Near Mint","English","","","2025-02-16 22:29:52.167000","97","False","False","0.35"
"1","1","Devourer of Destiny","mh3","Near Mint","Spanish","","","2025-04-20 01:45:12.920000","2","False","False","2.99"
"1","1","Devouring Sugarmaw // Have for Dinner","woe","Near Mint","English","","","2025-02-16 22:30:24.253000","224","False","False","0.07"
"1","1","Diabolic Edict","plst","Near Mint","English","","","2025-02-16 22:29:52.167000","A25-85","False","False","0.39"
"3","3","Diabolic Servitude","usg","Near Mint","Spanish","","","2025-02-16 22:29:52.167000","130","False","False","0.35"
"1","1","Diabolic Tutor","kld","Near Mint","English","","","2025-02-16 22:29:52.167000","75","False","False","2.79"
"3","3","Diamond Lion","mh2","Near Mint","English","","","2025-02-16 22:29:52.167000","225","False","False","0.49"
"1","1","Dictate of Heliod","ddo","Near Mint","English","","","2025-02-16 22:29:52.167000","8","False","False","0.99"
"1","1","Dictate of Heliod","jou","Near Mint","English","","","2025-04-20 01:45:12.920000","8","False","False","0.79"
"1","1","Dictate of the Twin Gods","jou","Near Mint","English","","","2025-04-20 01:45:12.920000","93","False","False","3.99"
"1","1","Dictate of the Twin Gods","jou","Near Mint","Spanish","","","2025-05-24 13:34:17.540000","93","False","False","2.49"
"1","1","Diffusion Sliver","m15","Near Mint","English","","","2025-02-16 22:29:52.167000","50","False","False","0.79"
"4","4","Dig Through Time","ktk","Near Mint","English","","","2025-02-16 22:29:52.167000","36","False","False","0.79"
"7","7","Dihada's Ploy","mh2","Near Mint","English","","","2025-02-16 22:29:20.027000","193","False","False",""
"1","1","Diluvian Primordial","scd","Near Mint","English","","","2025-06-08 17:41:23.943000","47","False","False","0.49"
"1","1","Diluvian Primordial","scd","Near Mint","Spanish","","","2025-04-20 01:45:12.920000","47","False","False","0.49"
"1","1","Dimensional Infiltrator","ogw","Near Mint","English","","","2025-02-16 22:29:20.027000","44","False","False",""
"1","1","Dimir Aqueduct","2x2","Near Mint","English","","","2025-03-21 22:46:03.253000","404","False","False","1.99"
"1","1","Dimir Aqueduct","mic","Near Mint","English","","","2025-02-16 22:29:52.167000","172","False","False","0.39"
"1","1","Dimir Aqueduct","c19","Near Mint","English","","","2025-02-16 22:29:20.027000","239","False","False",""
"1","1","Dimir Signet","mkc","Near Mint","English","","","2025-04-24 02:34:44.070000","226","False","False","0.79"
"1","1","Dimir Signet","mm3","Near Mint","English","","","2025-02-16 22:29:20.027000","219","False","False",""
"1","1","Dimir Strandcatcher","clu","Near Mint","English","","","2025-03-21 22:46:03.253000","30","False","False","1.79"
"1","1","Dire Flail // Dire Blunderbuss","lci","Near Mint","English","","","2025-04-20 01:45:12.920000","145","False","False","0.49"
"2","2","Dire Mimic","clb","Near Mint","English","","","2025-02-16 22:29:52.167000","310","False","False","0.35"
"4","4","Dire Mimic","clb","Near Mint","Spanish","","","2025-02-16 22:29:52.167000","310","False","False","0.35"
"1","1","Dire Tactics","iko","Near Mint","English","","","2025-02-16 22:29:52.167000","183","False","False","0.35"
"6","6","Dire Wolf Prowler","afr","Near Mint","English","","","2025-02-16 22:29:20.027000","179","False","False",""
"2","2","Dire Wolf Prowler","afr","Near Mint","English","","","2025-02-16 22:29:20.027000","325","False","False",""
"1","1","Direct Current","plst","Near Mint","English","","","2025-02-16 22:29:52.167000","GRN-96","False","False","0.35"
"3","3","Diregraf Colossus","mic","Near Mint","English","","","2025-02-16 22:29:52.167000","112","False","False","8.66"
"3","3","Diregraf Colossus","soi","Near Mint","Spanish","","","2025-03-23 19:04:57.050000","107","False","False","15.99"
"2","2","Diregraf Colossus","mic","Near Mint","Spanish","","","2025-02-16 22:29:52.167000","112","False","False","7.99"
"1","1","Diregraf Ghoul","isd","Near Mint","English","","","2025-02-16 22:29:52.167000","97","False","False","0.35"
"2","2","Diregraf Ghoul","pisd","Near Mint","English","","","2025-03-23 19:04:57.050000","97","False","False","1.79"
"3","3","Diregraf Ghoul","isd","Near Mint","Spanish","","","2025-02-16 22:29:52.167000","97","False","False","0.35"
"1","1","Diregraf Rebirth","mid","Near Mint","English","","","2025-02-16 22:29:52.167000","220","False","False","0.35"
"1","1","Diregraf Scavenger","vow","Near Mint","English","","","2025-02-16 22:29:52.167000","105","False","False","0.35"
"1","1","Dire-Strain Rampage","mid","Near Mint","English","","","2025-02-16 22:29:52.167000","219","False","False","0.69"
"9","9","Discerning Taste","mh2","Near Mint","English","","","2025-02-16 22:29:20.027000","82","False","False",""
"1","1","Disciple of Griselbrand","isd","Near Mint","English","","","2025-02-16 22:29:52.167000","98","False","False","0.35"
"7","7","Disciple of the Sun","mh2","Near Mint","English","","","2025-02-16 22:29:20.027000","11","False","False",""
"2","2","Disdainful Stroke","grn","Near Mint","Spanish","","","2025-02-16 22:29:52.167000","37","False","False","0.35"
"1","1","Disenchant","6ed","Good (Lightly Played)","Spanish","","","2025-02-16 22:29:52.167000","16","False","False","0.39"
"1","1","Disenchant","mmq","Near Mint","Spanish","","","2025-02-16 22:30:08.180000","18","False","False","0.25"
"1","1","Disenchant","plst","Near Mint","English","","","2025-02-16 22:29:52.167000","M20-14","False","False","0.35"
"1","1","Disenchant","mmq","Near Mint","English","","","2025-02-16 22:30:08.180000","18","False","False","0.25"
"1","1","Disfigure","zen","Near Mint","Spanish","","","2025-02-16 22:29:52.167000","87","False","False","0.35"
"1","1","Disfigure","2x2","Near Mint","English","foil","","2025-02-16 22:29:20.027000","74","False","False",""
"1","1","Dismal Backwater","plst","Near Mint","English","","","2025-02-16 22:29:52.167000","KTK-232","False","False","0.35"
"4","4","Dismal Backwater","iko","Near Mint","English","","","2025-02-16 22:29:52.167000","246","False","False","0.35"
"1","1","Dismember","nph","Good (Lightly Played)","English","","","2025-03-23 19:04:57.050000","57","False","False","4.99"
"1","1","Dispatch","mm2","Near Mint","English","","","2025-02-16 22:29:20.027000","15","False","False",""
"6","6","Dispel","bfz","Near Mint","Spanish","","","2025-02-16 22:29:52.167000","76","False","False","0.39"
"1","1","Dispense Justice","som","Near Mint","Spanish","","","2025-02-16 22:29:52.167000","5","False","False","0.35"
"1","1","Dispersal Shield","scg","Near Mint","Spanish","","","2025-02-16 22:29:52.167000","33","False","False","0.35"
"1","1","Displace","plst","Near Mint","English","","","2025-02-16 22:29:52.167000","EMN-55","False","False","1.49"
"1","1","Displacement Wave","ori","Near Mint","Spanish","","","2025-02-16 22:29:20.027000","55","False","False",""
"2","2","Displacer Beast","afr","Near Mint","English","","","2025-02-16 22:29:20.027000","54","False","False",""
"6","6","Display of Dominance","dtk","Near Mint","Spanish","","","2025-02-16 22:29:52.167000","182","False","False","0.35"
"1","1","Disrupt Decorum","cmm","Near Mint","English","foil","","2025-04-20 01:45:12.920000","1067","False","False","1.49"
"1","1","Dissenter's Deliverance","plst","Near Mint","English","","","2025-02-16 22:29:52.167000","AKH-164","False","False","0.35"
"1","1","Dissipate","mid","Near Mint","English","","","2025-02-16 22:29:52.167000","49","False","False","0.35"
"1","1","Distant Melody","mic","Near Mint","English","","","2025-02-16 22:29:52.167000","98","False","False","0.99"
"1","1","Distant Melody","znc","Near Mint","English","","","2025-03-04 03:01:15.437000","24","False","False","0.99"
"3","3","Diver Skaab","vow","Near Mint","English","","","2025-02-16 22:29:52.167000","56","False","False","0.35"
"1","1","Divine Favor","plst","Near Mint","English","","","2025-02-16 22:29:52.167000","M15-10","False","False","0.35"
"1","1","Divine Sacrament","dmr","Near Mint","English","","","2025-02-16 22:29:20.027000","5","False","False",""
"3","3","Divine Smite","afr","Near Mint","English","","","2025-02-16 22:29:52.167000","12","False","False","0.35"
"7","7","Djinni Windseer","afr","Near Mint","English","","","2025-02-16 22:29:20.027000","55","False","False",""
"3","3","Djinni Windseer","afr","Near Mint","English","","","2025-02-16 22:29:20.027000","306","False","False",""
"2","2","Dodecapod","dmr","Near Mint","English","","","2025-02-16 22:29:52.167000","220","False","False","0.35"
"1","1","Dollhouse of Horrors","vow","Near Mint","English","foil","","2025-06-08 17:41:23.943000","255","False","False","0.49"
"1","1","Dollhouse of Horrors","vow","Near Mint","English","","","2025-02-16 22:29:52.167000","255","False","False","0.49"
"1","1","Dominator Drone","bfz","Near Mint","English","","","2025-03-04 03:01:15.437000","92","False","False","0.35"
"1","1","Domineering Will","clb","Near Mint","English","","","2025-03-04 03:01:15.437000","719","False","False","0.69"
"1","1","Donal, Herald of Wings","voc","Near Mint","English","","","2025-05-16 21:04:07.647000","3","False","False",""
"1","1","Doom Foretold","eld","Near Mint","English","","","2025-03-04 03:01:15.437000","187","False","False","0.49"
"1","1","Doomed Dissenter","vow","Near Mint","English","","","2025-02-16 22:29:52.167000","106","False","False","0.35"
"1","1","Doomed Necromancer","ons","Near Mint","Spanish","","","2025-03-23 19:04:57.050000","140","False","False","1.99"
"1","1","Doomed Traveler","isd","Near Mint","English","","","2025-02-16 22:29:52.167000","11","False","False","0.39"
"1","1","Doomed Traveler","2x2","Near Mint","English","","","2025-02-26 22:56:15.417000","9","False","False","0.35"
"1","1","Doomgape","plst","Near Mint","English","","","2025-02-16 22:29:52.167000","DDJ-65","False","False","0.49"
"1","1","Doomskar","khm","Near Mint","English","","","2025-02-16 22:29:52.167000","9","False","False","1.49"
"1","1","Doomskar Warrior","mom","Near Mint","English","foil","","2025-02-16 22:29:52.167000","185","False","False","0.49"
"1","1","Doomwake Giant","jou","Near Mint","Spanish","","","2025-02-16 22:30:08.180000","66","False","False","0.34"
"1","1","Door to Nothingness","hop","Near Mint","English","","","2025-03-04 03:01:15.437000","112","False","False","0.99"
"1","1","Dormant Grove // Gnarled Grovestrider","vow","Near Mint","English","foil","","2025-04-24 02:34:44.070000","198","False","False","0.49"
"1","1","Dormant Sliver","plc","Near Mint","Spanish","","","2025-02-16 22:30:08.180000","156","False","False","0.33"
"1","1","Dorothea, Vengeful Victim // Dorothea's Retribution","vow","Near Mint","English","","","2025-06-08 17:41:23.943000","235","False","False","0.49"
"1","1","Doubling Season","fdn","Near Mint","English","","","2025-06-08 17:41:23.943000","216","False","False","34.99"
"1","1","Dovin's Acuity","rna","Near Mint","English","","","2025-02-16 22:29:20.027000","168","False","False",""
"1","1","Dovin's Veto","pwar","Near Mint","Spanish","foil","","2025-03-04 03:01:15.437000","193","False","False","4.99"
"1","1","Dovin's Veto","fca","Near Mint","English","","","2025-06-28 17:20:53.137000","51","False","False","1.29"
"1","1","Draconic Disciple","plst","Near Mint","English","","","2025-02-16 22:29:52.167000","M19-215","False","False","0.35"
"1","1","Draconic Intervention","stx","Near Mint","Spanish","","","2025-05-11 20:52:26.510000","96","False","False","0.49"
"2","2","Draconic Lore","clb","Near Mint","Spanish","","","2025-02-16 22:29:20.027000","64","False","False",""
"2","2","Draconic Lore","clb","Near Mint","English","","","2025-02-16 22:29:20.027000","64","False","False",""
"2","2","Draconic Muralists","clb","Near Mint","Spanish","","","2025-02-16 22:29:20.027000","224","False","False",""
"1","1","Draconic Muralists","clb","Near Mint","English","","","2025-02-16 22:29:20.027000","224","False","False",""
"1","1","Drag Down","con","Near Mint","Spanish","","","2025-02-16 22:29:52.167000","42","False","False","0.35"
"1","1","Drag to the Bottom","dmu","Near Mint","Spanish","","","2025-04-20 01:45:12.920000","91","False","False","0.49"
"1","1","Drag to the Bottom","dmu","Near Mint","English","","","2025-06-08 17:41:23.943000","91","False","False","0.49"
"1","1","Dragon Arch","apc","Good (Lightly Played)","Spanish","","","2025-02-16 22:29:52.167000","135","False","False","1.49"
"1","1","Dragon Blood","mrd","Good (Lightly Played)","Spanish","","","2025-02-16 22:29:52.167000","163","False","False","0.35"
"4","4","Dragon Blood","dmr","Near Mint","English","","","2025-02-16 22:29:52.167000","221","False","False","0.35"
"2","2","Dragon Cultist","clb","Near Mint","Spanish","","","2025-02-16 22:29:20.027000","170","False","False",""
"7","7","Dragon Engine","dmr","Near Mint","English","","","2025-02-16 22:29:52.167000","222","False","False","0.35"
"1","1","Dragon Fodder","ori","Near Mint","English","","","2025-02-16 22:29:20.027000","140","False","False",""
"2","2","Dragon Fodder","ala","Near Mint","Spanish","","","2025-02-16 22:29:52.167000","97","False","False","0.49"
"1","1","Dragon Mage","scg","Near Mint","Spanish","","","2025-02-16 22:29:52.167000","87","False","False","1.79"
"2","2","Dragon Scales","scg","Near Mint","Spanish","","","2025-02-16 22:29:52.167000","10","False","False","0.35"
"1","1","Dragon Throne of Tarkir","ktk","Near Mint","Spanish","","","2025-04-20 01:45:12.920000","219","False","False","1.29"
"2","2","Dragon Turtle","afr","Near Mint","English","","","2025-02-16 22:29:20.027000","56","False","False",""
"3","3","Dragon Whelp","dmr","Near Mint","English","","","2025-02-16 22:29:20.027000","116","False","False",""
"1","1","Dragon Wings","scg","Near Mint","Spanish","","","2025-02-16 22:29:52.167000","34","False","False","0.49"
"1","1","Dragonborn Champion","afc","Near Mint","English","","","2025-02-16 22:30:08.180000","45","False","False","9.33"
"2","2","Dragonborn Looter","clb","Near Mint","Spanish","","","2025-02-16 22:29:20.027000","65","False","False",""
"2","2","Dragonborn Looter","clb","Near Mint","English","","","2025-02-16 22:29:20.027000","65","False","False",""
"1","1","Dragonlord Dromoka","2x2","Near Mint","English","","","2025-04-20 01:45:12.920000","202","False","False","16.99"
"1","1","Dragonlord Dromoka","2x2","Near Mint","English","","","2025-04-20 01:45:12.920000","376","False","False","20.99"
"1","1","Dragonlord Silumgar","2x2","Near Mint","English","","","2025-04-20 01:45:12.920000","203","False","False","6.49"
"1","1","Dragonlord's Servant","afc","Near Mint","English","","","2025-02-16 22:29:52.167000","123","False","False","0.59"
"1","1","Dragonmaster Outcast","pbfz","Near Mint","Spanish","","","2025-04-20 01:45:12.920000","144p","False","False","4.99"
"3","3","Dragon's Disciple","afr","Near Mint","English","","","2025-02-16 22:29:52.167000","13","False","False","0.35"
"1","1","Dragon's Disciple","afr","Near Mint","English","","","2025-02-16 22:29:20.027000","13","False","False",""
"1","1","Dragon's Eye Savants","plst","Near Mint","English","","","2025-02-16 22:29:52.167000","KTK-38","False","False","0.35"
"1","1","Dragon's Eye Sentry","plst","Near Mint","English","","","2025-02-16 22:29:52.167000","DTK-11","False","False","0.35"
"8","8","Dragon's Fire","afr","Near Mint","English","","","2025-02-16 22:29:20.027000","139","False","False",""
"1","1","Dragon's Hoard","afc","Near Mint","English","","","2025-02-16 22:29:52.167000","204","False","False","3.49"
"1","1","Dragon's Rage Channeler","mh2","Near Mint","English","foil","","2025-02-16 22:29:20.027000","121","False","False",""
"2","2","Dragon's Rage Channeler","mh2","Near Mint","English","","","2025-02-16 22:29:20.027000","121","False","False",""
"1","1","Dragonspeaker Shaman","scg","Good (Lightly Played)","Spanish","","","2025-05-13 23:17:05.417000","89","False","False",""
"1","1","Dragonspeaker Shaman","scg","Near Mint","Spanish","","","2025-05-13 23:16:32.947000","89","False","False","4.49"
"1","1","Dragonstalker","scg","Near Mint","Spanish","","","2025-02-16 22:29:52.167000","11","False","False","0.35"
"1","1","Dragonwing Glider","one","Near Mint","Spanish","","","2025-06-08 17:41:23.943000","128","False","False","0.49"
"1","1","Dragonwing Glider","pone","Near Mint","Spanish","foil","","2025-04-20 01:45:12.920000","128s","False","False","0.59"
"1","1","Dragonwing Glider","one","Near Mint","English","","","2025-06-08 17:41:23.943000","128","False","False","0.49"
"1","1","Dragoon's Wyvern","fin","Near Mint","English","","","2025-06-28 17:20:53.137000","49","False","False","0.35"
"1","1","Drain Life","5ed","Near Mint","Spanish","","","2025-02-16 22:29:52.167000","156","False","False","0.35"
"2","2","Dralnu, Lich Lord","tsr","Near Mint","Spanish","","","2025-04-20 01:45:12.920000","251","False","False","0.49"
"3","3","Dralnu's Crusade","dmr","Near Mint","English","","","2025-03-03 01:06:16.400000","189","False","False",""
"1","1","Dralnu's Crusade","dmr","Near Mint","English","","","2025-02-16 22:29:20.027000","357","False","False",""
"1","1","Dramatic Reversal","p30a","Near Mint","English","foil","","2025-05-24 13:34:17.540000","24","False","False","2.29"
"1","1","Drannith Healer","iko","Near Mint","English","","","2025-02-16 22:29:52.167000","10","False","False","0.35"
"1","1","Drawn from Dreams","ncc","Near Mint","English","","","2025-06-08 17:41:23.943000","220","False","False","0.49"
"4","4","Dread Linnorm // Scale Deflection","clb","Near Mint","English","","","2025-02-16 22:29:52.167000","225","False","False","0.35"
"1","1","Dread Linnorm // Scale Deflection","clb","Near Mint","English","foil","","2025-02-16 22:29:52.167000","225","False","False","0.49"
"1","1","Dread Return","plst","Near Mint","English","","","2025-02-16 22:29:52.167000","DDQ-55","False","False","0.99"
"1","1","Dread Summons","mic","Near Mint","English","","","2025-02-16 22:29:52.167000","113","False","False","0.59"
"1","1","Dread Summons","drc","Near Mint","English","","","2025-04-24 02:34:44.070000","90","False","False","0.49"
"2","2","Dreadful as the Storm","ltr","Near Mint","English","","","2025-02-16 22:29:20.027000","48","False","False",""
"1","1","Dreadhorde Butcher","war","Near Mint","English","","","2025-03-04 03:01:15.437000","194","False","False","0.49"
"1","1","Dreadhorde Invasion","war","Near Mint","English","","","2025-03-04 03:01:15.437000","86","False","False","0.79"
"1","1","Dreadhorde Invasion","war","Near Mint","Spanish","","","2025-03-04 03:01:15.437000","86","False","False","0.79"
"1","1","Dreadhorde Invasion","mic","Near Mint","English","","","2025-02-16 22:29:52.167000","114","False","False","0.79"
"1","1","Dreadhound","mid","Near Mint","English","","","2025-02-16 22:29:52.167000","97","False","False","0.35"
"1","1","Dreadship Reef","plst","Near Mint","English","","","2025-02-16 22:29:52.167000","CM2-247","False","False","0.35"
"1","1","Dreadwing","con","Near Mint","Spanish","","","2025-02-16 22:29:52.167000","43","False","False","0.35"
"1","1","Dream Cache","plst","Near Mint","English","","","2025-02-16 22:29:52.167000","C18-88","False","False","0.35"
"2","2","Dream Fracture","clb","Near Mint","Spanish","","","2025-02-16 22:29:20.027000","66","False","False",""
"1","1","Dream Fracture","clb","Near Mint","English","","","2025-02-16 22:29:20.027000","66","False","False",""
"1","1","Dream Fracture","clb","Near Mint","English","","","2025-02-16 22:29:20.027000","66","False","False",""
"2","2","Dream Trawler","thb","Near Mint","English","","","2025-02-16 22:29:20.027000","214","False","False",""
"5","5","Dream Twist","isd","Near Mint","English","","","2025-02-16 22:29:52.167000","54","False","False","0.35"
"1","1","Dreams of Laguna","fin","Near Mint","English","","","2025-06-28 17:20:53.137000","50","False","False","0.35"
"1","1","Dreg Recycler","mom","Near Mint","English","foil","","2025-02-16 22:29:52.167000","100","False","False","0.49"
"2","2","Dregscape Sliver","mh1","Near Mint","Spanish","","","2025-02-16 22:29:52.167000","88","False","False","0.35"
"1","1","Dregscape Zombie","plst","Near Mint","English","","","2025-02-16 22:29:52.167000","DDN-5","False","False","0.35"
"1","1","Drey Keeper","mh2","Near Mint","English","","","2025-03-12 01:47:35.117000","194","False","False","0.35"
"4","4","Drey Keeper","mh2","Near Mint","English","","","2025-02-16 22:29:20.027000","194","False","False",""
"1","1","Drey Keeper","mh2","Near Mint","English","foil","","2025-02-16 22:29:20.027000","194","False","False",""
"2","2","Drider","afr","Near Mint","English","","","2025-02-16 22:29:52.167000","98","False","False","0.39"
"6","6","Drifting Meadow","dmr","Near Mint","English","","","2025-02-16 22:29:52.167000","245","False","False","0.35"
"1","1","Drillworks Mole","clb","Near Mint","English","","","2025-02-16 22:29:52.167000","311","False","False","0.35"
"2","2","Drillworks Mole","clb","Near Mint","Spanish","","","2025-02-16 22:29:52.167000","311","False","False","0.35"
"1","1","Drizzt Do'Urden","afr","Near Mint","English","","","2025-02-16 22:29:52.167000","220","False","False","0.49"
"1","1","Drogskol Infantry // Drogskol Armaments","vow","Near Mint","English","","","2025-02-16 22:29:52.167000","10","False","False","0.35"
"4","4","Dromar's Cavern","dmr","Near Mint","English","","","2025-02-16 22:29:52.167000","246","False","False","0.39"
"1","1","Dromoka, the Eternal","frf","Near Mint","Spanish","","","2025-04-20 01:45:12.920000","151","False","False","1.29"
"2","2","Dross Hopper","som","Near Mint","Spanish","","","2025-02-16 22:29:52.167000","60","False","False","0.35"
"1","1","Dross Hopper","som","Near Mint","English","","","2025-02-16 22:29:52.167000","60","False","False","0.35"
"1","1","Drossforge Bridge","mh2","Near Mint","English","","","2025-05-06 01:51:57.350000","246","False","False","1.29"
"1","1","Drown in Dreams","mic","Near Mint","English","","","2025-02-16 22:29:52.167000","13","False","False","0.59"
"2","2","Drown in Ichor","one","Near Mint","Spanish","","","2025-03-23 19:04:57.050000","91","False","False","1.29"
"1","1","Drowner Initiate","shm","Near Mint","English","","","2025-02-16 22:29:52.167000","36","False","False","0.35"
"1","1","Drownyard Amalgam","mid","Near Mint","English","","","2025-02-16 22:29:52.167000","50","False","False","0.35"
"1","1","Drudge Sentinel","plst","Near Mint","English","","","2025-02-16 22:29:52.167000","DOM-89","False","False","0.35"
"1","1","Druid Class","afr","Near Mint","English","foil","","2025-02-16 22:29:52.167000","180","False","False","3.99"
"3","3","Druid Class","afr","Near Mint","English","","","2025-02-16 22:29:52.167000","180","False","False","2.99"
"2","2","Druid of the Emerald Grove","clb","Near Mint","Spanish","","","2025-02-16 22:29:20.027000","226","False","False",""
"3","3","Druid of the Emerald Grove","clb","Near Mint","English","","","2025-02-16 22:29:20.027000","226","False","False",""
"3","3","Druidic Ritual","clb","Near Mint","Spanish","","","2025-02-16 22:29:20.027000","227","False","False",""
"2","2","Druidic Ritual","clb","Near Mint","English","","","2025-02-16 22:29:20.027000","227","False","False",""
"1","1","Druidic Satchel","m12","Near Mint","Spanish","","","2025-02-16 22:29:52.167000","207","False","False","0.69"
"1","1","Dryad Arbor","dsc","Near Mint","English","","","2025-04-24 02:34:44.070000","273","False","False","4.49"
"1","1","Dryad's Revival","mid","Near Mint","English","foil","","2025-02-16 22:29:52.167000","183","False","False","0.49"
"1","1","Dual Shot","plst","Near Mint","English","","","2025-02-16 22:29:52.167000","SOI-153","False","False","0.35"
"1","1","Due Respect","nph","Near Mint","Spanish","","","2025-02-16 22:29:52.167000","8","False","False","0.35"
"6","6","Dueling Rapier","afr","Near Mint","English","","","2025-02-16 22:29:20.027000","140","False","False",""
"1","1","Duke Ulder Ravengard","clb","Near Mint","English","","","2025-02-16 22:29:20.027000","272","False","False",""
"1","1","Dune Beetle","plst","Near Mint","English","","","2025-02-16 22:29:52.167000","AKH-89","False","False","0.35"
"1","1","Dúnedain Blade","ltr","Near Mint","English","","","2025-02-16 22:29:52.167000","6","False","False","0.35"
"1","1","Dúnedain Rangers","ltr","Near Mint","English","","","2025-02-16 22:29:20.027000","159","False","False",""
"4","4","Dungeon Crawler","afr","Near Mint","English","","","2025-02-16 22:29:52.167000","99","False","False","0.35"
"1","1","Dungeon Delver","clb","Near Mint","Spanish","","","2025-02-16 22:29:20.027000","67","False","False",""
"1","1","Dungeon Delver","clb","Near Mint","Spanish","etched","","2025-02-16 22:29:20.027000","483","False","False",""
"1","1","Dungeon Delver","clb","Near Mint","English","","","2025-02-16 22:29:20.027000","67","False","False",""
"1","1","Dungeon Descent","afr","Near Mint","English","","","2025-02-16 22:29:20.027000","352","False","False",""
"1","1","Dungeon Descent","afr","Near Mint","English","","","2025-02-16 22:29:20.027000","255","False","False",""
"4","4","Dungeon Map","afr","Near Mint","English","","","2025-02-16 22:29:52.167000","242","False","False","0.35"
"2","2","Dungeoneer's Pack","clb","Near Mint","Spanish","","","2025-02-16 22:29:52.167000","312","False","False","0.35"
"1","1","Dungeoneer's Pack","clb","Near Mint","English","","","2025-02-16 22:29:52.167000","312","False","False","0.35"
"1","1","Dungeoneer's Pack","clb","Near Mint","Spanish","foil","","2025-02-16 22:29:52.167000","312","False","False","0.49"
"1","1","Dunland Crebain","ltr","Near Mint","English","","","2025-02-16 22:29:20.027000","411","False","False",""
"4","4","Dunland Crebain","ltr","Near Mint","English","","","2025-02-16 22:29:20.027000","82","False","False",""
"1","1","Durable Coilbug","iko","Near Mint","Spanish","","","2025-02-16 22:29:52.167000","85","False","False","0.35"
"5","5","Duress","dmr","Near Mint","English","","","2025-02-16 22:29:52.167000","81","False","False","0.35"
"3","3","Dusk // Dawn","akh","Near Mint","Spanish","","","2025-05-11 20:52:26.510000","210","False","False","0.69"
"1","1","Dusk Legion Duelist","mom","Near Mint","Spanish","","","2025-06-08 17:41:23.943000","11","False","False","1.49"
"1","1","Dusk Mangler","snc","Near Mint","Spanish","","","2025-02-16 22:29:20.027000","77","False","False",""
"1","1","Duskfang Mentor","iko","Near Mint","English","","","2025-02-16 22:29:52.167000","86","False","False","0.35"
"1","1","Duskhunter Bat","mm2","Near Mint","English","foil","","2025-02-16 22:29:20.027000","81","False","False",""
"4","4","Duskshell Crawler","mh2","Near Mint","English","","","2025-02-16 22:29:52.167000","156","False","False","0.35"
"4","4","Duskshell Crawler","mh2","Near Mint","English","","","2025-02-16 22:29:20.027000","156","False","False",""
"1","1","Dutiful Return","bfz","Near Mint","Spanish","","","2025-02-16 22:29:52.167000","110","False","False","0.35"
"10","10","Dwarfhold Champion","afr","Near Mint","English","","","2025-02-16 22:29:52.167000","14","False","False","0.35"
"1","1","Dwarven Berserker","wth","Good (Lightly Played)","Spanish","","","2025-02-16 22:29:52.167000","97","False","False","0.35"
"1","1","Dwarven Castle Guard","fin","Near Mint","English","","","2025-06-28 17:20:53.137000","18","False","False","0.35"
"1","1","Dwarven Patrol","apc","Near Mint","Spanish","","","2025-02-16 22:29:52.167000","61","False","False","0.35"
"1","1","Dwynen, Gilt-Leaf Daen","ori","Near Mint","English","","","2025-04-20 01:45:12.920000","172","False","False","0.49"
"1","1","Dwynen, Gilt-Leaf Daen","ori","Near Mint","Spanish","","","2025-04-29 02:09:59.933000","172","False","False","0.49"
"1","1","Dying to Serve","vow","Near Mint","English","","","2025-04-24 02:34:44.070000","109","False","False","0.49"
"1","1","Dynaheir, Invoker Adept","clb","Near Mint","Spanish","","","2025-02-16 22:29:20.027000","421","False","False",""
"1","1","Dynaheir, Invoker Adept","clb","Near Mint","Spanish","etched","","2025-02-16 22:29:20.027000","532","False","False",""
"1","1","Eagle of the Watch","jou","Near Mint","Spanish","","","2025-02-16 22:30:08.180000","9","False","False","0.04"
"2","2","Eagles of the North","ltr","Near Mint","English","","","2025-02-16 22:29:52.167000","7","False","False","0.39"
"2","2","Earth Elemental","plst","Near Mint","English","","","2025-02-16 22:29:52.167000","BBD-174","False","False","0.35"
"1","1","Earth Rift","ody","Near Mint","Spanish","","","2025-02-16 22:29:52.167000","189","False","False","0.35"
"2","2","Earth Tremor","clb","Near Mint","English","","","2025-02-16 22:29:20.027000","171","False","False",""
"3","3","Earth Tremor","clb","Near Mint","Spanish","","","2025-02-16 22:29:20.027000","171","False","False",""
"7","7","Earth-Cult Elemental","afr","Near Mint","English","","","2025-02-16 22:29:20.027000","141","False","False",""
"1","1","Earthquake Dragon","clb","Near Mint","Spanish","","","2025-02-16 22:29:20.027000","228","False","False",""
"3","3","Eastfarthing Farmer","ltr","Near Mint","English","","","2025-02-16 22:29:52.167000","8","False","False","0.35"
"1","1","East-Mark Cavalier","ltr","Near Mint","English","","","2025-02-16 22:29:52.167000","9","False","False","0.35"
